symbol,effective_month,split,expected_sessions,actual_sessions,expected_bars,actual_bars,missing_bars,missing_bar_rate_pct,duplicate_bars,duplicate_bar_rate_pct,zero_volume_bars,zero_volume_bar_rate_pct,invalid_ohlc_rows,off_grid_bars,premarket_removed,after_hours_removed,early_close_removed,ohlc_consistency_violations,provider_feed,adjustment,requested_symbol,returned_symbol,symbol_mismatch,pagination_complete,rejected,rejection_reason
DIA,2025-06,development,41,40,3198,3120,78,2.439,0,0.0,0,0.0,0,40,1494,581,0,0,sip,raw,DIA,DIA,False,True,False,
XLK,2025-06,development,41,40,3198,3120,78,2.439,0,0.0,0,0.0,0,40,1016,412,0,0,sip,raw,XLK,XLK,False,True,False,
XLF,2025-06,development,41,40,3198,3120,78,2.439,0,0.0,0,0.0,0,40,1995,899,0,0,sip,raw,XLF,XLF,False,True,False,
XLE,2025-06,development,41,40,3198,3120,78,2.439,0,0.0,0,0.0,0,40,1405,670,0,0,sip,raw,XLE,XLE,False,True,False,
XLV,2025-06,development,41,40,3198,3120,78,2.439,0,0.0,0,0.0,0,40,545,409,0,0,sip,raw,XLV,XLV,False,True,False,
XLI,2025-06,development,41,40,3198,3120,78,2.439,0,0.0,0,0.0,0,40,239,159,0,0,sip,raw,XLI,XLI,False,True,False,
XLY,2025-06,development,41,40,3198,3120,78,2.439,0,0.0,0,0.0,0,40,289,129,0,0,sip,raw,XLY,XLY,False,True,False,
XLP,2025-06,development,41,40,3198,3120,78,2.439,0,0.0,0,0.0,0,40,291,193,0,0,sip,raw,XLP,XLP,False,True,False,
XLU,2025-06,development,41,40,3198,3120,78,2.439,0,0.0,0,0.0,0,40,378,345,0,0,sip,raw,XLU,XLU,False,True,False,
SMH,2025-06,development,41,40,3198,3120,78,2.439,0,0.0,0,0.0,0,40,1291,785,0,0,sip,raw,SMH,SMH,False,True,False,
AAPL,2025-07,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,42,2624,1920,155,0,sip,raw,AAPL,AAPL,False,True,False,
ADBE,2025-07,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,41,495,477,74,0,sip,raw,ADBE,ADBE,False,True,False,
AMD,2025-07,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,42,2717,1935,152,0,sip,raw,AMD,AMD,False,True,False,
AMZN,2025-07,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,42,2533,1888,147,0,sip,raw,AMZN,AMZN,False,True,False,
APP,2025-07,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,42,1175,936,93,0,sip,raw,APP,APP,False,True,False,
AVGO,2025-07,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,42,2181,1630,128,0,sip,raw,AVGO,AVGO,False,True,False,
BA,2025-07,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,42,1440,1234,103,0,sip,raw,BA,BA,False,True,False,
BAC,2025-07,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,41,1383,1058,101,0,sip,raw,BAC,BAC,False,True,False,
BKNG,2025-07,validation,42,41,3276,2256,1020,31.1355,0,0.0,0,0.0,0,41,10,32,37,0,sip,raw,BKNG,BKNG,False,True,True,missing_bar_rate
BRK.B,2025-07,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,42,907,820,93,0,sip,raw,BRK.B,BRK.B,False,True,False,
COIN,2025-07,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,42,2478,1727,146,0,sip,raw,COIN,COIN,False,True,False,
COST,2025-07,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,41,297,392,61,0,sip,raw,COST,COST,False,True,False,
CRM,2025-07,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,41,721,662,76,0,sip,raw,CRM,CRM,False,True,False,
CRWD,2025-07,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,41,778,675,76,0,sip,raw,CRWD,CRWD,False,True,False,
CRWV,2025-07,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,42,2327,1866,123,0,sip,raw,CRWV,CRWV,False,True,False,
CSCO,2025-07,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,42,987,747,105,0,sip,raw,CSCO,CSCO,False,True,False,
CVNA,2025-07,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,41,686,522,73,0,sip,raw,CVNA,CVNA,False,True,False,
CVX,2025-07,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,41,898,697,73,0,sip,raw,CVX,CVX,False,True,False,
GE,2025-07,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,41,601,445,61,0,sip,raw,GE,GE,False,True,False,
GEV,2025-07,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,41,675,408,65,0,sip,raw,GEV,GEV,False,True,False,
GOOG,2025-07,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,42,2471,1755,141,0,sip,raw,GOOG,GOOG,False,True,False,
GOOGL,2025-07,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,42,2607,1871,148,0,sip,raw,GOOGL,GOOGL,False,True,False,
HD,2025-07,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,41,278,233,60,0,sip,raw,HD,HD,False,True,False,
HIMS,2025-07,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,42,2553,1905,152,0,sip,raw,HIMS,HIMS,False,True,False,
HOOD,2025-07,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,42,2726,1934,156,0,sip,raw,HOOD,HOOD,False,True,False,
INTC,2025-07,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,42,2732,1932,155,0,sip,raw,INTC,INTC,False,True,False,
JPM,2025-07,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,41,768,613,89,0,sip,raw,JPM,JPM,False,True,False,
KLAC,2025-07,validation,42,41,3276,3192,84,2.5641,0,0.0,0,0.0,0,41,125,107,50,0,sip,raw,KLAC,KLAC,False,True,False,
LLY,2025-07,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,41,485,374,60,0,sip,raw,LLY,LLY,False,True,False,
MA,2025-07,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,41,201,137,52,0,sip,raw,MA,MA,False,True,False,
MCD,2025-07,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,41,410,258,59,0,sip,raw,MCD,MCD,False,True,False,
META,2025-07,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,42,1751,1500,123,0,sip,raw,META,META,False,True,False,
MRVL,2025-07,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,42,2330,1675,145,0,sip,raw,MRVL,MRVL,False,True,False,
MSFT,2025-07,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,41,1826,1269,127,0,sip,raw,MSFT,MSFT,False,True,False,
MSTR,2025-07,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,42,2483,1718,152,0,sip,raw,MSTR,MSTR,False,True,False,
MU,2025-07,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,42,2430,1751,140,0,sip,raw,MU,MU,False,True,False,
NFLX,2025-07,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,41,707,632,71,0,sip,raw,NFLX,NFLX,False,True,False,
NVDA,2025-07,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,42,2772,1938,156,0,sip,raw,NVDA,NVDA,False,True,False,
ORCL,2025-07,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,42,1671,1245,141,0,sip,raw,ORCL,ORCL,False,True,False,
PEP,2025-07,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,42,975,670,98,0,sip,raw,PEP,PEP,False,True,False,
PLTR,2025-07,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,42,2752,1937,154,0,sip,raw,PLTR,PLTR,False,True,False,
SMCI,2025-07,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,42,2690,1924,151,0,sip,raw,SMCI,SMCI,False,True,False,
TMUS,2025-07,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,41,290,266,60,0,sip,raw,TMUS,TMUS,False,True,False,
TSLA,2025-07,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,42,2772,1938,156,0,sip,raw,TSLA,TSLA,False,True,False,
UBER,2025-07,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,42,1684,1438,111,0,sip,raw,UBER,UBER,False,True,False,
UNH,2025-07,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,42,1958,1800,132,0,sip,raw,UNH,UNH,False,True,False,
V,2025-07,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,41,532,372,57,0,sip,raw,V,V,False,True,False,
WFC,2025-07,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,42,777,719,85,0,sip,raw,WFC,WFC,False,True,False,
WMT,2025-07,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,41,1123,1139,93,0,sip,raw,WMT,WMT,False,True,False,
XOM,2025-07,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,42,1175,896,80,0,sip,raw,XOM,XOM,False,True,False,
SPY,2025-07,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,42,2749,1904,153,0,sip,raw,SPY,SPY,False,True,False,
QQQ,2025-07,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,42,2769,1907,155,0,sip,raw,QQQ,QQQ,False,True,False,
IWM,2025-07,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,42,2697,1796,155,0,sip,raw,IWM,IWM,False,True,False,
DIA,2025-07,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,42,1620,604,89,0,sip,raw,DIA,DIA,False,True,False,
XLK,2025-07,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,41,970,479,86,0,sip,raw,XLK,XLK,False,True,False,
XLF,2025-07,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,42,1995,972,109,0,sip,raw,XLF,XLF,False,True,False,
XLE,2025-07,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,41,1360,682,82,0,sip,raw,XLE,XLE,False,True,False,
XLV,2025-07,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,41,473,383,64,0,sip,raw,XLV,XLV,False,True,False,
XLI,2025-07,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,41,203,163,54,0,sip,raw,XLI,XLI,False,True,False,
XLY,2025-07,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,41,243,132,54,0,sip,raw,XLY,XLY,False,True,False,
XLP,2025-07,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,41,209,197,54,0,sip,raw,XLP,XLP,False,True,False,
XLU,2025-07,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,41,350,335,56,0,sip,raw,XLU,XLU,False,True,False,
SMH,2025-07,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,42,1263,734,100,0,sip,raw,SMH,SMH,False,True,False,
AAPL,2025-08,validation,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,42,2515,1895,155,0,sip,raw,AAPL,AAPL,False,True,False,
AMD,2025-08,validation,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,42,2719,1938,152,0,sip,raw,AMD,AMD,False,True,False,
AMZN,2025-08,validation,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,42,2473,1893,147,0,sip,raw,AMZN,AMZN,False,True,False,
APP,2025-08,validation,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,42,1126,922,93,0,sip,raw,APP,APP,False,True,False,
AVGO,2025-08,validation,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,42,1909,1515,128,0,sip,raw,AVGO,AVGO,False,True,False,
BA,2025-08,validation,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,42,1177,1040,103,0,sip,raw,BA,BA,False,True,False,
BAC,2025-08,validation,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,41,1313,1044,101,0,sip,raw,BAC,BAC,False,True,False,
BMNR,2025-08,validation,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,42,2688,1933,136,0,sip,raw,BMNR,BMNR,False,True,False,
BRK.B,2025-08,validation,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,42,848,801,93,0,sip,raw,BRK.B,BRK.B,False,True,False,
C,2025-08,validation,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,41,761,575,88,0,sip,raw,C,C,False,True,False,
COIN,2025-08,validation,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,42,2450,1693,146,0,sip,raw,COIN,COIN,False,True,False,
COST,2025-08,validation,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,41,288,329,61,0,sip,raw,COST,COST,False,True,False,
CRCL,2025-08,validation,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,42,2460,1815,153,0,sip,raw,CRCL,CRCL,False,True,False,
CRM,2025-08,validation,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,41,717,771,76,0,sip,raw,CRM,CRM,False,True,False,
CRWV,2025-08,validation,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,42,2336,1881,123,0,sip,raw,CRWV,CRWV,False,True,False,
CVX,2025-08,validation,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,41,660,533,73,0,sip,raw,CVX,CVX,False,True,False,
GE,2025-08,validation,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,41,467,444,61,0,sip,raw,GE,GE,False,True,False,
GEV,2025-08,validation,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,41,605,408,65,0,sip,raw,GEV,GEV,False,True,False,
GOOG,2025-08,validation,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,42,2306,1648,141,0,sip,raw,GOOG,GOOG,False,True,False,
GOOGL,2025-08,validation,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,42,2491,1801,148,0,sip,raw,GOOGL,GOOGL,False,True,False,
GS,2025-08,validation,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,41,236,177,55,0,sip,raw,GS,GS,False,True,False,
HIMS,2025-08,validation,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,42,2484,1894,152,0,sip,raw,HIMS,HIMS,False,True,False,
HOOD,2025-08,validation,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,42,2664,1935,156,0,sip,raw,HOOD,HOOD,False,True,False,
INTC,2025-08,validation,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,42,2738,1935,155,0,sip,raw,INTC,INTC,False,True,False,
JNJ,2025-08,validation,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,41,369,352,58,0,sip,raw,JNJ,JNJ,False,True,False,
JPM,2025-08,validation,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,41,665,609,89,0,sip,raw,JPM,JPM,False,True,False,
LLY,2025-08,validation,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,41,859,700,60,0,sip,raw,LLY,LLY,False,True,False,
MA,2025-08,validation,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,41,113,99,52,0,sip,raw,MA,MA,False,True,False,
META,2025-08,validation,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,42,1618,1466,123,0,sip,raw,META,META,False,True,False,
MSFT,2025-08,validation,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,41,1818,1422,127,0,sip,raw,MSFT,MSFT,False,True,False,
MSTR,2025-08,validation,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,42,2438,1717,152,0,sip,raw,MSTR,MSTR,False,True,False,
MU,2025-08,validation,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,42,2316,1724,140,0,sip,raw,MU,MU,False,True,False,
NFLX,2025-08,validation,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,41,686,628,71,0,sip,raw,NFLX,NFLX,False,True,False,
NOW,2025-08,validation,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,42,180,181,52,0,sip,raw,NOW,NOW,False,True,False,
NVDA,2025-08,validation,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,42,2772,1938,156,0,sip,raw,NVDA,NVDA,False,True,False,
OKLO,2025-08,validation,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,42,2448,1830,154,0,sip,raw,OKLO,OKLO,False,True,False,
ORCL,2025-08,validation,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,42,1371,1165,141,0,sip,raw,ORCL,ORCL,False,True,False,
PG,2025-08,validation,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,41,461,356,58,0,sip,raw,PG,PG,False,True,False,
PLTR,2025-08,validation,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,42,2750,1937,154,0,sip,raw,PLTR,PLTR,False,True,False,
SMCI,2025-08,validation,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,42,2625,1912,151,0,sip,raw,SMCI,SMCI,False,True,False,
SOFI,2025-08,validation,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,42,2708,1938,155,0,sip,raw,SOFI,SOFI,False,True,False,
SPOT,2025-08,validation,41,41,3198,3197,1,0.0313,0,0.0,0,0.0,0,41,396,230,64,0,sip,raw,SPOT,SPOT,False,True,False,
TSLA,2025-08,validation,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,42,2770,1938,156,0,sip,raw,TSLA,TSLA,False,True,False,
TXN,2025-08,validation,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,41,519,473,46,0,sip,raw,TXN,TXN,False,True,False,
UBER,2025-08,validation,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,42,1513,1462,111,0,sip,raw,UBER,UBER,False,True,False,
UNH,2025-08,validation,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,42,2119,1829,132,0,sip,raw,UNH,UNH,False,True,False,
V,2025-08,validation,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,41,329,295,57,0,sip,raw,V,V,False,True,False,
WFC,2025-08,validation,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,42,695,584,85,0,sip,raw,WFC,WFC,False,True,False,
WMT,2025-08,validation,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,41,1164,1184,93,0,sip,raw,WMT,WMT,False,True,False,
XOM,2025-08,validation,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,42,885,759,80,0,sip,raw,XOM,XOM,False,True,False,
SPY,2025-08,validation,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,42,2726,1901,153,0,sip,raw,SPY,SPY,False,True,False,
QQQ,2025-08,validation,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,42,2767,1907,155,0,sip,raw,QQQ,QQQ,False,True,False,
IWM,2025-08,validation,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,42,2708,1791,155,0,sip,raw,IWM,IWM,False,True,False,
DIA,2025-08,validation,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,42,1730,616,89,0,sip,raw,DIA,DIA,False,True,False,
XLK,2025-08,validation,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,41,954,526,86,0,sip,raw,XLK,XLK,False,True,False,
XLF,2025-08,validation,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,42,1879,950,109,0,sip,raw,XLF,XLF,False,True,False,
XLE,2025-08,validation,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,41,1091,519,82,0,sip,raw,XLE,XLE,False,True,False,
XLV,2025-08,validation,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,41,618,455,64,0,sip,raw,XLV,XLV,False,True,False,
XLI,2025-08,validation,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,41,207,175,54,0,sip,raw,XLI,XLI,False,True,False,
XLY,2025-08,validation,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,41,219,131,54,0,sip,raw,XLY,XLY,False,True,False,
XLP,2025-08,validation,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,41,276,228,54,0,sip,raw,XLP,XLP,False,True,False,
XLU,2025-08,validation,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,41,342,366,56,0,sip,raw,XLU,XLU,False,True,False,
SMH,2025-08,validation,41,41,3198,3198,0,0.0,0,0.0,0,0.0,0,42,1249,706,100,0,sip,raw,SMH,SMH,False,True,False,
AAPL,2025-09,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,41,2444,1867,0,0,sip,raw,AAPL,AAPL,False,True,False,
ADBE,2025-09,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,41,730,610,0,0,sip,raw,ADBE,ADBE,False,True,False,
AMAT,2025-09,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,41,1003,706,0,0,sip,raw,AMAT,AMAT,False,True,False,
AMD,2025-09,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,41,2623,1922,0,0,sip,raw,AMD,AMD,False,True,False,
AMZN,2025-09,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,41,2442,1893,0,0,sip,raw,AMZN,AMZN,False,True,False,
APP,2025-09,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,41,1189,986,0,0,sip,raw,APP,APP,False,True,False,
AVGO,2025-09,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,41,2050,1603,0,0,sip,raw,AVGO,AVGO,False,True,False,
BA,2025-09,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,41,1106,1087,0,0,sip,raw,BA,BA,False,True,False,
BAC,2025-09,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,41,1114,863,0,0,sip,raw,BAC,BAC,False,True,False,
BMNR,2025-09,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,41,2701,1927,0,0,sip,raw,BMNR,BMNR,False,True,False,
BRK.B,2025-09,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,41,731,712,0,0,sip,raw,BRK.B,BRK.B,False,True,False,
CAT,2025-09,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,41,283,183,0,0,sip,raw,CAT,CAT,False,True,False,
COIN,2025-09,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,41,2256,1592,0,0,sip,raw,COIN,COIN,False,True,False,
COST,2025-09,validation,42,41,3276,3197,79,2.4115,0,0.0,0,0.0,0,41,283,333,0,0,sip,raw,COST,COST,False,True,False,
CRCL,2025-09,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,41,2392,1779,0,0,sip,raw,CRCL,CRCL,False,True,False,
CRM,2025-09,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,41,957,924,0,0,sip,raw,CRM,CRM,False,True,False,
CRWV,2025-09,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,41,2557,1911,0,0,sip,raw,CRWV,CRWV,False,True,False,
CSCO,2025-09,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,41,1056,878,0,0,sip,raw,CSCO,CSCO,False,True,False,
CVX,2025-09,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,41,545,452,0,0,sip,raw,CVX,CVX,False,True,False,
GEV,2025-09,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,41,567,357,0,0,sip,raw,GEV,GEV,False,True,False,
GOOG,2025-09,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,41,2212,1561,0,0,sip,raw,GOOG,GOOG,False,True,False,
GOOGL,2025-09,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,41,2362,1723,0,0,sip,raw,GOOGL,GOOGL,False,True,False,
HD,2025-09,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,41,299,277,0,0,sip,raw,HD,HD,False,True,False,
HIMS,2025-09,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,41,2493,1891,0,0,sip,raw,HIMS,HIMS,False,True,False,
HOOD,2025-09,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,41,2554,1906,0,0,sip,raw,HOOD,HOOD,False,True,False,
INTC,2025-09,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,41,2681,1927,0,0,sip,raw,INTC,INTC,False,True,False,
INTU,2025-09,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,41,89,133,0,0,sip,raw,INTU,INTU,False,True,False,
JNJ,2025-09,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,41,339,297,0,0,sip,raw,JNJ,JNJ,False,True,False,
JPM,2025-09,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,41,549,524,0,0,sip,raw,JPM,JPM,False,True,False,
LLY,2025-09,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,41,899,746,0,0,sip,raw,LLY,LLY,False,True,False,
MA,2025-09,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,41,65,76,0,0,sip,raw,MA,MA,False,True,False,
META,2025-09,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,41,1528,1397,0,0,sip,raw,META,META,False,True,False,
MSFT,2025-09,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,41,1860,1557,0,0,sip,raw,MSFT,MSFT,False,True,False,
MSTR,2025-09,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,41,2323,1687,0,0,sip,raw,MSTR,MSTR,False,True,False,
MU,2025-09,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,41,2334,1742,0,0,sip,raw,MU,MU,False,True,False,
NFLX,2025-09,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,41,558,444,0,0,sip,raw,NFLX,NFLX,False,True,False,
NOW,2025-09,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,41,154,148,0,0,sip,raw,NOW,NOW,False,True,False,
NVDA,2025-09,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,41,2706,1927,0,0,sip,raw,NVDA,NVDA,False,True,False,
ORCL,2025-09,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,41,1695,1418,0,0,sip,raw,ORCL,ORCL,False,True,False,
PANW,2025-09,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,41,970,876,0,0,sip,raw,PANW,PANW,False,True,False,
PLTR,2025-09,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,41,2689,1923,0,0,sip,raw,PLTR,PLTR,False,True,False,
RDDT,2025-09,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,41,1396,1151,0,0,sip,raw,RDDT,RDDT,False,True,False,
SMCI,2025-09,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,41,2499,1868,0,0,sip,raw,SMCI,SMCI,False,True,False,
SOFI,2025-09,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,41,2644,1926,0,0,sip,raw,SOFI,SOFI,False,True,False,
TSLA,2025-09,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,41,2703,1927,0,0,sip,raw,TSLA,TSLA,False,True,False,
UBER,2025-09,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,41,1304,1311,0,0,sip,raw,UBER,UBER,False,True,False,
UNH,2025-09,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,41,2075,1748,0,0,sip,raw,UNH,UNH,False,True,False,
V,2025-09,validation,42,41,3276,3198,78,2.381,0,0.0,0,0.0,0,41,285,267,0,0,sip,raw,V,V,False,True,False,
